Place,Latitude,Longitude,Info
Wembley JCP (Brent),51.55711917151971, -0.24849744507196958
Hayes JCP,51.52182713382237, -0.41613533176169615
Uxbridge JCP,51.54613202546278, -0.4811985452525423
Ealing JCP,51.51169604895796, -0.31578433361318703
Tower hamlets JCP,51.51586842609293, -0.06449207594127614
Newham Canning town,51.5160563960059, 0.02467221056628457
Newham Stratford,51.540860037830655, 0.0029259682395630167
Bexley JCP,51.45754842261722, 0.1399604412493884
Bexley maximus,51.40218037206274, 0.01827386214211218
Kingston JCP,51.408135718209024, -0.3064119471122086
Redbridge JCP,51.56331122433916, 0.09415413940514114
Palmers green JCP,51.618508848888546, -0.11083430477062155
Enfield JCP,51.65359022951874, -0.09130980291747427
Edmonton JCP,51.61245570648064, -0.06467637408420904
